PDB,KD1,KD2,Initials,Notes
6xz8,740.2,542.1,LL,"Kd1: int 1-3, Kd2: int 4-5"
6fcg,905.3,650.1,LL,"Kd1: int 1-6, Kd2: int 7-9"
3s2x,na,na,LL,
2wyl,na,na,LL,
5yvd,1290,744.7,LL,"Kd1: int 1-2, Kd2: int 3"
4qb9,na,na,LL,
3szh,na,na,LL,
2av4,351,376.7,LL,"Kd1: int 3, Kd2: int 2"
2bhp,314,2899.8,LL,"Kd1: int 6-7, Kd2: int 1"
3nt4,na,na,LL,
2voj,349.8,1704.8,LL,"Kd1: int 9-11, Kd2: int 1-2"
1wek,na,na,LL,
1fsi,na,na,LL,
2b7n,na,na,LL,
6vuw,793.6,1949.6,LL,"Kd1: int 2, Kd2: int 1"
4ekn,na,na,LL,
4mpq,743.4,908.8,LL,"Kd1: int 2, Kd2: int 1"
2nyd,na,na,LL,
5fo0,767.2,827.1,LL,"Kd1: int 2-3, Kd2: int 1"
4ocg,na,na,LL,
1pkk,1599.7,342.2,LL,"Kd1: int 1-2, Kd2: int 4"
4uzf,756.4,856.3,LL,"Kd1: int 2-3, Kd2: int 1"
1h83,na,na,LL,
6nfp,645.1,714.8,LL,"Kd1: int 4-9, Kd2: int 1-3"
1fqo,593.6,503.8,LL,"Kd1: int 1-2, Kd2: int 3"
1nmo,na,na,LL,
5wue,1156.5,716.2,LL,"Kd1: int 1, Kd2: int 2"
3bf3,na,na,LL,
4pzc,500.5,1877.6,LL,"Kd1: int 4-6, Kd2: int 1-2"
4lh9,261.3,1669.3,LL,"Kd1: int 2, Kd2: int 1"
6jvu,1260.2,459.6,LL,"Kd1: int 1-6, Kd2: int 7-9"
1pkh,1617.5,347,LL,"Kd1: int 1-2, Kd2: int 3"
3npm,1063.9,211.7,LL,"Kd1: int 1, Kd2: int 3"
5eh6,na,na,LL,
7nlp,na,na,LL,
2eez,573.7,1549.9,LL,"Kd1: int 4-9, Kd2: int 1-3"
5dzy,na,na,LL,
7cnt,731.3,1145.6,LL,"Kd1: int 1-6, Kd2: int 7-9"
3to9,842.5,136.9,LL,"Kd1: int 1, Kd2: int 5"
3sgm,na,na,LL,
4rga,na,na,LL,
3vsw,na,na,LL,
1pvw,154.7,2597.2,LL,"Kd1: int 8,10-11, Kd2: int 1-2"
4ryg,na,na,LL,
3rs5,na,na,LL,
4ev5,na,na,LL,
1say,427.2,1827.9,LL,"Kd1: int 4, Kd2: int 1"
4olp,na,na,LL,
1w15,466.8,390.5,LL,"Kd1: int 2, Kd2: int 3"
5umf,619.4,984.7,LL,"Kd1: int 3-5, Kd2: int 1-2"
5o3m,na,na,LL,
6zgb,1147.1,685.4,LL,"Kd1: int 1-3, Kd2: int 4-5"
5mp7,na,na,LL,
1i1l,569,2625,LL,"Kd1: int 3-5, Kd2: int 1-2"
3iov,na,na,LL,
4f2g,905.7,191.4,LL,"Kd1: int 1, Kd2: int 3"
6twl,584.1,1388.2,LL,"Kd1: int 3, Kd2: int 1"
2zx6,na,na,LL,
4zgx,na,na,LL,
2xu8,na,na,LL,
4jnp,na,na,LL,PDBePISA could not find
4ru4,na,na,LL,
4bfe,na,na,LL,
1xs4,1881.1,445.7,LL,"Kd1: int 1-6, Kd2: int 8-10"
6p3u,805.6,1958.1,LL,"Kd1: int 2, Kd2: int 1"
3ksc,na,na,LL,
6xz9,na,na,LL,
3tbb,na,na,LL,
6vuy,na,na,LL,
3rfv,543.5,1397.5,LL,"Kd1: int 6-8, Kd2: int 1-2"
3eiy,682.2,516.9,LL,"Kd1: int 1, Kd2: int 2"
1b37,na,na,LL,
5v94,385.6,269.3,LL,"Kd1: int 2-3, Kd2: int 4"
6b4s,2303.3,1637.1,LL,"Kd1: int 1-2, Kd2: int 3"
4iah,615.4,709.4,LL,"Kd1: int 5-6, Kd2: int 2"
7bo9,na,na,LL,
1h86,na,na,LL,
5dsx,na,na,LL,
3ay3,638.7,1415.9,LL,"Kd1: int 3,5, Kd2: int 1"
4h6a,na,na,LL,
6aqz,na,na,LL,
6d6k,1560.6,627,LL,"Kd1: int 1-2, Kd2: int 3"
6vv2,778,1903.1,LL,"Kd1: int 2, Kd2: int 1"
1mn9,718.9,713.4,LL,"Kd1: int 1-3, Kd2: int 4-5"
6nfe,na,na,LL,
1frz,597,498.1,LL,"Kd1: int 1-2, Kd2: int 3"
6hoy,666,1013.9,LL,"Kd1: int 2-3, Kd2: int 1"
6p3v,na,na,LL,
3t0u,237.6,7352.1,LL,"Kd1: int 6-8, Kd2: int 1-2"
7dda,na,na,LL,
4wxo,na,na,LL,
6xkc,na,na,LL,
4gjd,na,na,LL,
2v9x,435.5,1809.5,LL,"Kd1: int 3-5, 7-9, Kd2: int 14,18-19"
2g1o,638.9,1092.7,LL,"Kd1: int 2-3, Kd2: int 1"
6psp,804.9,357.9,LL,"Kd1: int 1-6, Kd2: int 13-15"
3nai,488.1,1216.6,LL,"Kd1: int 3-6, Kd2: int 1-2"
4jd6,842,2042.3,LL,"Kd1: int 4-9, Kd2: int 1-3"
2dr3,na,na,LL,
7nlt,na,na,LL,
6wnj,na,na,LL,
4r85,739.7,2447.1,LL,"Kd1: int 4-9, Kd2: int 1-3"
1xs1,1877.5,463.9,LL,"Kd1: int 1-6, Kd2: int 8-10"
3rrz,na,na,LL,
5emx,na,na,LL,
6hf7,na,na,LL,
5zl1,1406.5,183.8,LL,"Kd1: int 4, Kd2: int 9"
4lwv,na,na,LL,
2eiv,629.1,628.3,LL,"Kd1: int 1,3,5,7,8,12, Kd2: int 13,15,16"
3m2w,528,1145.5,LL,"Kd1: int 2, Kd2: int 1"
4c6a,718.8,637,LL,"Kd1: int 1, Kd2: int 2"
2ogj,538.2,1048.9,LL,"Kd1: int 4-9, Kd2: int 1-3"
3doz,na,na,LL,
1rho,na,na,LL,
1j0b,na,na,LL,
3v00,na,na,LL,
4o83,na,na,LL,
4ldn,na,na,LL,
1tgx,na,na,LL,
4o82,na,na,LL,
2o3j,670.3,2556.8,LL,"Kd1: int 4-6, Kd2: int 1-2"
3nbj,na,na,LL,
1kyz,na,na,LL,
2qlp,1438.2,585.2,LL,"Kd1: int 1-6, Kd2: int 7-9"
4hiz,na,na,LL,
5buw,na,na,LL,
1g6u,na,na,LL,
3rft,541.3,1400.3,LL,"Kd1: int 3-5, Kd2: int 1-2"
6hn6,na,na,LL,
5cuj,na,na,LL,
1i1k,563.1,2474.6,LL,"Kd1: int 3-5, Kd2: int 1-2"
3vyf,613.7,684.7,LL,"Kd1: int 2-3, Kd2: int 1"
1uzb,311.2,2922.3,LL,"Kd1: int 4-5, Kd2: int 1"
3ngs,727.9,964.2,LL,"Kd1: int 3-5, Kd2: int 1-2"
4kfe,na,na,LL,
4tx1,439.8,1173.1,LL,"Kd1: int 4-6, Kd2: int 1-2"
4l97,na,na,LL,
4l92,na,na,LL,
3esh,418.3,1026,LL,"Kd1: int 4-6, Kd2: int 1-2"
3cdx,826.3,1820.1,LL,"Kd1: int 4-9, Kd2: int 1-3"
3wmp,na,na,LL,
3o05,na,na,LL,
6dk0,na,na,LL,
2c2h,na,na,LL,
2cb5,498.2,3701.9,LL,"Kd1: int 6, Kd2: int 1"
5mx8,na,na,LL,
6m9a,na,na,LL,
4a6a,1918.8,552,LL,"Kd1: int 1,3,4,8,11-12, Kd2: int 15,16,20"
3nbb,na,na,LL,
1wzn,na,na,LL,
2nxq,na,na,LL,
4rgg,na,na,LL,
1leo,735.3,622.5,LL,"Kd1: int 1, Kd2: int 2 (yay lol)"
6p44,na,na,LL,
5e9s,1125.9,790.5,LL,"Kd1: int 1-3, Kd2: int 4-5"
4co3,na,na,LL,
3n9h,na,na,LL,
3t4g,na,na,LL,
4o0k,737.2,984.2,LL,"Kd1: int 2, Kd2: int 1"
2p32,na,na,LL,
3wci,na,na,LL,
2glp,na,na,LL,
1wta,1342.5,906.6,LL,"Kd1: int 1, Kd2: int 2"
3nt2,na,na,LL,
4aud,427.4,768.6,LL,"Kd1: int 3-4, Kd2: int 1"
6uxf,1256.7,659.7,LL,"Kd1: int 1, Kd2: int 2"
1pae,739.5,665.7,LL,"Kd1: int 1, Kd2: int 2"
4r9o,902.6,1250.3,LL,"Kd1: int 3-5, Kd2: int 1-2"
2ef4,667.4,687.9,LL,"Kd1: int 2, Kd2: int 1"
1t8r,na,na,LL,
4lk3,na,na,LL,
5ny5,na,na,LL,
7cg5,na,na,LL,
6vux,804,1911.4,LL,"Kd1: int 2, Kd2: int 1"
2qxx,1877.9,538.2,LL,"Kd1: int 1-2, Kd2: int 3"
1w7w,784.7,954.6,LL,"Kd1: int 4-9, Kd2: int 1-3"
2hr2,557.4,508.5,LL,"Kd1: int 1-6, Kd2: int 7-9"
6std,na,na,LL,
2iko,627.7,1070.8,LL,"Kd1: int 2-3, Kd2: int 1"
4kfd,na,na,LL,
1qm6,1218.6,545,LL,"Kd1: int 1-2, Kd2: int 3"
4ydg,na,na,LL,
6v0k,446.6,2514.1,LL,"Kd1: int 2-3, Kd2: int 1"
4ev2,na,na,LL,
2cai,na,na,LL,
4max,361.5,590,LL,"Kd1: int 6-8, Kd2: int 1-2"
4p4v,na,na,LL,
1s5z,725.5,649.4,LL,"Kd1: int 1-6, Kd2: int 7-9"
6k40,na,na,LL,
3kqf,1841.7,492.2,LL,"Kd1: int 1-6, Kd2: int 11-13"
1ndk,736.9,667.1,LL,"Kd1: int 1, Kd2: int 2"
6nii,na,na,LL,
3wi5,1175.6,876.5,LL,"Kd1: int 1, Kd2: int 2"
3wl4,1661.2,806.8,LL,"Kd1: int 1-2, Kd2: int 3"
2fb5,na,na,LL,
2jag,872.3,515.1,LL,"Kd1: int 1, Kd2: int 2"
2afu,555.9,887.1,LL,"Kd1: int 2-3, Kd2: int 1"
4jq9,na,na,LL,
5dbt,na,na,LL,
3out,na,na,LL,
4z7c,488.8,1354.9,LL,"Kd1: int 3, Kd2: int 1"
6pjw,811.4,385.6,LL,"Kd1: int 1,3,5-6,11-12, Kd2: int 13,15-16"
2zxa,na,na,LL,
5sze,na,na,LL,
2bhq,311.5,2883.8,LL,"Kd1: int 4-5, Kd2: int 1"
1b99,732.3,639.7,LL,"Kd1: int 1-6, Kd2: int 7-9"
6byf,309.6,1201,LL,"Kd1: int 11-12,15-17,19, Kd2: int 1-2,4"
3fkb,733.4,654.9,LL,"Kd1: int 1-6, Kd2: int 7-9"
2il2,625.9,1103.3,LL,"Kd1: int 2,5, Kd2: int 1"
2yzn,na,na,LL,
1qmd,1243.6,572.9,LL,"Kd1: int 1-2, Kd2: int 3"
6eeu,na,na,LL,
7nlr,na,na,LL,
2r00,na,na,LL,
2ap9,na,na,LL,
7cz3,na,na,LL,
2ftp,na,na,LL,
2o4d,na,na,LL,
6aez,na,na,LL,
6l9i,na,na,LL,
5e0t,717.4,919.3,LL,"Kd1: int 3-5, Kd2: int 1-2"
3kga,497.2,1126.5,LL,"Kd1: int 2, Kd2: int 1"
1dea,600.4,497.6,LL,"Kd1: int 1-2, Kd2: int 3"
5hk1,na,na,LL,
1xqi,580,749.2,LL,"Kd1: int 3-5, Kd2: int 1-2"
2hmc,729.9,973.1,LL,"Kd1: int 2, Kd2: int 1"
3sxx,na,na,LL,
1nf2,na,na,LL,
6upt,na,na,LL,
1gus,na,na,LL,
2iku,655.3,1096.5,LL,"Kd1: int 2-3, Kd2: int 1"
3zug,760.8,809.3,LL,"Kd1: int 2-3, Kd2: int 1"
6.00E+18,na,na,LL,
5e8b,223.3,743.5,LL,"Kd1: int 4-5, Kd2: int 1"
7kep,na,na,LL,
3nt5,na,na,LL,
6c58,na,na,LL,
2vdd,na,na,LL,
5sxn,660.2,864.1,LL,"Kd1: int 2-3, Kd2: int 1"
3l28,na,na,LL,
5e6g,na,na,LL,
4c21,2138.8,1843.5,LL,"Kd1: int 1-2, Kd2: int 3"
3env,na,na,LL,
1hor,598.7,493.1,LL,"Kd1: int 1-2, Kd2: int 3"
1qow,na,na,LL,
6djz,na,na,LL,
2oni,526.2,2080.3,LL,"Kd1: int 3, Kd2: int 1"
2wu1,611,507.1,LL,"Kd1: int 1-2, Kd2: int 3"
3qq2,na,na,LL,
2i00,509.7,1578.9,LL,"Kd1: int 4-9, Kd2: int 1-3"
2olt,870.5,453.8,LL,"Kd1: int 2-3, Kd2: int 5"
1lky,na,na,LL,
3sgo,na,na,LL,
4co1,978.2,655.4,LL,"Kd1: int 1-2, Kd2: int 3"
2ets,260.4,685,LL,"Kd1: int 3, Kd2: int 1"
1i1m,572.3,2609.4,LL,"Kd1: int 3-5, Kd2: int 1-2"
4i83,na,na,LL,
3uy5,797.5,1858.5,LL,"Kd1: int 2, Kd2: int 1"
3ais,429.9,948.9,LL,"Kd1: int 4, Kd2: int 1"
5j4v,na,na,LL,
4dve,na,na,LL,
1hot,596.7,489.6,LL,"Kd1: int 1-2, Kd2: int 3"
5dwy,na,na,LL,
5wi2,na,na,LL,
2ej2,na,na,LL,
5aq5,na,na,LL,
4i4b,na,na,LL,
2q6l,1188.6,349.3,LL,"Kd1: int 1, Kd2: int 4"
4o81,na,na,LL,
2ot4,1488.7,1150.6,LL,"Kd1: int 1-2, Kd2: int 3"
2xw6,na,na,LL,
2c2w,1502.1,592.6,LL,"Kd1: int 1-3, Kd2: int 4-5"
4p9f,na,na,LL,
5goq,590.4,3122.9,LL,"Kd1: int 3-5, Kd2: int 1-2"
3sx1,na,na,LL,
1f3f,25.6,677.2,LL,"Kd1: int 1-3, Kd2: int 4-5"
3twd,1832.6,427.4,LL,"Kd1: int 1-2, Kd2: int 4"
1oyr,na,na,LL,
6zpb,na,na,LL,
2fhd,na,na,LL,
3a9c,695.3,2114.9,LL,"Kd1: int 4-9, Kd2: int 1-3"
1a2v,na,na,LL,
3mq1,na,na,LL,
3lrx,44.2,997.5,LL,"Kd1: int 23-28, Kd2: int 1-3"
1vgg,na,na,LL,
3ggq,na,na,LL,
4jjt,1233.3,541.2,LL,"Kd1: int 1-3, Kd2: int 4-5"
4nre,512.4,358.9,LL,"Kd1: int 3, Kd2: int 5"
2cc2,1494.2,591,LL,"Kd1: int 1-3, Kd2: int 4-5"
3tir,na,na,LL,
3m42,522.7,1108.3,LL,"Kd1: int 2, Kd2: int 1"
2v11,623.4,695.1,LL,"Kd1: int 2,5, Kd2: int 1"
5nue,na,na,LL,
4xx4,610.2,924.9,LL,"Kd1: int 2-3, Kd2: int 1"
1ylf,na,na,LL,
6yjy,605.9,934.2,LL,"Kd1: int 2,4, Kd2: int 1"
2c4t,1634.1,596.5,LL,"Kd1: int 1-3, Kd2: int 4-5"
6yc6,1175.5,723.6,LL,"Kd1: int 1-3, Kd2: int 4-5"
6eaf,na,na,LL,
5ilm,na,na,LL,
2ycm,260.6,1426.2,LL,"Kd1: int 5, Kd2: int 1"
3k4w,877.4,640.7,LL,"Kd1: int 3,5-7,9,12, Kd2: int 13,15,18"
5zjk,480.2,658.8,LL,"Kd1: int 11,14,21,24-25,27, Kd2: int 5,8-9"
6hj5,na,na,LL,
1ekm,na,na,LL,
5unm,na,na,LL,
3qyr,1201.1,411.1,LL,"Kd1: int 1-2,6, Kd2: int 9-10"
6pxl,na,na,LL,
2xvt,na,na,LL,
6tel,na,na,LL,
6s4c,357.3,601.2,LL,"Kd1: int 4, Kd2: int 1"
5b2e,1700.3,831.4,LL,"Kd1: int 1-3, Kd2: int 4-5"
6b3t,817.1,2000.5,LL,"Kd1: int 2, Kd2: int 1"
4kmi,2239.8,332.3,LL,"Kd1: int 1-2, Kd2: int 3"
3e2p,na,na,LL,
1jt9,494.2,496.2,Ll,"Kd1: int 2, Kd2: int 1"
1t8w,na,na,LL,
1z6b,na,na,LL,
6y0m,na,na,LL,
2zqx,503.1,592.2,LL,"Kd1: int 6, Kd2: int 2"
4mci,na,na,LL,
6zl4,1149.8,704.9,LL,"Kd1: int 1-3, Kd2: int 4-5"
4i56,na,na,LL,
3st2,na,na,LL,
6aqs,na,na,LL,
3ntr,na,na,LL,
1pkj,1626.5,330.3,LL,"Kd1: int 1-2, Kd2: int 4"
4s1g,615.9,929,LL,"Kd1: int 2-3, Kd2: int 1"
5yje,na,na,LL,
2v12,667.6,693.1,LL,"Kd1: int 2-3, Kd2: int 1"
1sst,na,na,LL,
4e6y,na,na,LL,
5tso,na,na,LL,
4q56,na,na,LL,upper and lower rings bound with ligands only
1iw8,267.7,1245.6,LL,"Kd1: int 7-12, Kd2: int 1-3"
2vhv,na,na,LL,
5dry,na,na,LL,
2q04,na,na,LL,
4ly6,na,na,LL,
6xht,na,na,LL,
5e0i,na,na,LL,
7e5u,683.2,464.7,LL,"Kd1: int 1-3, Kd2: int 6-7"
1dd1,na,na,LL,
2oov,na,na,LL,
2gtd,na,na,LL,
5an6,na,na,LL,
6vss,759.5,1601.6,LL,"Kd1: int 4-9, Kd2: int 1-3"
3ct7,558.4,1144.6,LL,"Kd1: int 4-9, Kd2: int 1-3"
3k1s,na,na,LL,
2yyb,na,na,LL,
1xs6,1867,434.8,LL,"Kd1: int 1-3, Kd2: int 8,10"
1eoi,262.6,1243.1,LL,"Kd1: int 4-6, Kd2: int 1-2"
2dyv,421.5,4298.6,LL,"Kd1: int 2-3, Kd2: int 1"
2v7v,1406.2,580.2,LL,"Kd1: int 1-3, Kd2: int 4-5"
2o0c,634.5,405.4,LL,"Kd1: int 2-3, Kd2: int 6"
1d2t,284.6,1252.3,LL,"Kd1: int 3, Kd2: int 1"
6jsj,1471.3,1939.4,LL,"Kd1: int 3-5, Kd2: int 1-2"
1gyg,1314,541.8,LL,"Kd1: int 1-2, Kd2: int 3"
2v7u,1645.7,592,LL,"Kd1: int 1-3, Kd2: int 4-5"
4mch,na,na,LL,
1kdn,742.8,707.1,LL,"Kd1: int 1-3, Kd2: int 4-5"
7a3l,na,na,LL,
1slh,na,na,LL,
3tbc,na,na,LL,
4jaf,414.4,6135.9,LL,"Kd1: int 5-6, Kd2: int 1"
6xmb,na,na,LL,
5ifm,na,na,LL,
4urq,605.9,884.5,LL,"Kd1: int 8-13, Kd2: int 1-3"
5tc5,na,na,LL,
1wvq,na,na,LL,
3gw6,na,na,LL,
2ww2,917.9,766.1,LL,"Kd1: int 1-3, Kd2: int 4-5"
1hzd,1721.7,434.6,LL,"Kd1: int 1-6, Kd2: int 7-9"
6dk1,na,na,LL,
2jaf,894.3,514.2,LL,"Kd1: int 1, Kd2: int 3"
5wyb,1726.1,331.6,LL,"Kd1: int 1, Kd2: int 4"
5uds,na,na,LL,
5zb1,na,na,LL,
1jh7,na,na,LL,
6fv2,na,na,LL,
2zqr,1725,426.5,LL,"Kd1: int 1-6, Kd2: int 7-9"
4yli,na,na,LL,
3pe8,1193,386.9,LL,"Kd1: int 1, Kd2: int 2"
2bnd,na,na,LL,
3vk0,na,na,LL,
1ei8,na,na,LL,
1yr3,944,407.5,LL,"Kd1: int 1-6, Kd2: int 7-9"
7ag4,712.3,635.4,LL,"Kd1: int 1-6, Kd2: int 7-9"
3ox5,na,na,LL,
5hv0,na,na,LL,
5dm5,na,na,LL,
1f6t,735,671,LL,"Kd1: int 1-3, Kd2: int 4-5"
5sy2,644.7,899.8,LL,"Kd1: int 2-3, Kd2: int 1"
1fs6,508.9,484.8,LL,"Kd1: int 1, Kd2: int 2"
1lbd,na,na,LL,PDBePISA could not find
3djc,na,na,LL,
2hda,278.1,451.5,LL,"Kd1: int 3, Kd2: int 1"
3vuc,645.2,935.5,LL,"Kd1: int 2-3, Kd2: int 1"
1fsf,508.9,494.6,LL,"Kd1: int 1, Kd2: int 2"
4ane,527.4,637.9,LL,"Kd1: int 4-9, Kd2: it 1-3"
2y20,na,na,LL,
4i6w,na,na,LL,
3b59,213.8,639,LL,"Kd1: int 11-16, Kd2: int 1-3"
1ncl,690,669.5,LL,"Kd1: int 1, Kd2: int 2"
1rqr,1593.1,598.3,LL,"Kd1: int 1-3, Kd2: int 4-5"
3q9q,na,na,LL,
1w77,320.9,1361.2,LL,"Kd1: int 4, Kd2: int 1"
4aa7,na,na,LL,
6xhs,na,na,LL,
6bec,na,na,LL,
2v0z,621.6,756.3,LL,"Kd1: int 2,5, Kd2: int 1"
1bvp,na,na,LL,
5n04,196.8,213.3,LL,"Kd1: int 3, Kd2: int 2"
7keq,na,na,LL,
6fv1,na,na,LL,
4rhl,1189.8,206.3,LL,"Kd1: int 1-2, Kd2: int 4"
3ncr,na,na,LL,
6dbs,na,na,LL,
3ulf,na,na,LL,
2c21,na,na,LL,
3ntq,na,na,LL,
2v7t,1626.8,588.6,LL,"Kd1: int 1-3, Kd2: int 4-5"
5a4w,na,na,LL,
4tvm,487,5389.3,LL,"Kd1: int 3, Kd2: int 1"
5gop,590.6,3124.4,LL,"Kd1: int 3-5, Kd2: int 1-2"
1ogh,1618.2,345.8,LL,"Kd1: int 1-2, Kd2: int 4"
1hiy,734.2,714.7,LL,"Kd1: int 3-5, Kd2: int 1-2"
1nft,na,na,LL,
3ctl,556.6,1140.8,LL,"Kd1: int 4-9, Kd2: int 1-3"
4xvw,na,na,LL,
2hxd,1905,269.6,LL,"Kd1: int 1, Kd2: int 3"
1ufl,na,na,LL,
5ec4,804.9,1983,LL,"Kd1: int 2, Kd2: int 1"
3cgm,308.9,963.1,LL,"Kd1: int 4, Kd2: int 1"
2cbx,1520.7,582.3,LL,"Kd1: int 1-3, Kd2: 4-5"
4wr8,na,na,LL,
1rqp,1658.7,602.2,LL,"Kd1: int 1-3, Kd2: int 4-5"
3ta4,na,na,LL,
2g1r,na,na,LL,
6jbd,na,na,LL,
6t8x,na,na,LL,
5jvo,514.2,438.8,LL,"Kd1: int 2-3, Kd2: int 4"
6vut,813.3,1984.4,LL,"Kd1: int 2, Kd2: int 1"
1z02,2138.1,609.4,LL,"Kd1: int 1-6, Kd2: int 7-9"
3fyr,na,na,LL,
3l3l,na,na,LL,
3vzd,na,na,LL,
5fub,564.7,1608.8,LL,"Kd1: int 2, Kd2: int 1"
6gkr,na,na,LL,
5a4v,na,na,LL,
1t02,na,na,LL,
4dlr,na,na,LL,
2hxb,na,na,LL,
5kta,na,na,LL,
1cev,615.2,796.3,LL,"Kd1: int 4-9, Kd2: int 1-3"
2a2m,na,na,LL,
4cqj,1546.8,589.6,LL,"Kd1: int 1-3, kd2: int 4-5"
5xgb,489.1,3823,LL,"Kd1: int 4, Kd2: int 1"
1iyd,552.4,2502,LL,"Kd1: int 3-5, Kd2: int 1-2"
4iae,655.9,683.5,LL,"Kd1: int 3-4, Kd2: int 2"
3bma,na,na,LL,
1jb1,1024.6,520.5,LL,"Kd1: int 1, Kd2: int 2"
6h6v,na,na,LL,
2zbo,na,na,LL,
3pbb,516.9,1287.7,LL,"Kd1: int 2-3, Kd2: int 1"
7lnr,297.4,557.2,LL,"Kd1: int 2, Kd2: int 1"
5ut8,na,na,LL,
4gyv,na,na,LL,
1ssm,na,na,LL,
6wjp,497.7,382.3,LL,"Kd1: int 2-3, Kd2: int 4"
5tfl,na,na,LL,
2ccv,55.9,676.8,LL,"Kd1: int 1, Kd2: int 8"
7lno,329.2,563.5,LL,"Kd1: int 2, Kd2: int 1"
7c50,na,na,LL,
2xf5,na,na,LL,
3pod,na,na,LL,
1ndp,741.9,732.8,LL,"Kd1: int 1-2, Kd2: int 3"
4i6a,na,na,LL,
6zta,na,na,LL,
2vtw,na,na,LL,
1r2k,847.2,512.8,LL,"Kd1: int 1-2, Kd2: int 3"
1rb6,na,na,LL,
1w3f,na,na,LL,
6uw2,593.5,410.1,LL,"Kd1: int 1-6, Kd2: int 17-19"
6cgy,na,na,LL,
2ce6,724,85.5,LL,"Kd1: int 1, Kd2: int 4"
6vus,804.9,1939,LL,"Kd1: int 2, Kd2: int 1"
4zv7,518.4,912.1,LL,"Kd1: int 2, Kd2: int 1"
1xxc,487.7,409.4,LL,"Kd1: int 1-6, Kd2: int 7-9"
6gnf,na,na,LL,
3k9t,841,419.2,LL,"Kd1: int 1, Kd2: int 2"
4lij,na,na,LL,
6zil,348.8,713.7,LL,"Kd1: int 3, Kd2: int 1"
2bef,736.5,789.1,LL,"Kd1: int 3-5, Kd2: int 1-2"
2q6i,1229.1,284.3,LL,"Kd1: int 1, Kd2: int 4"
2v7w,1385.3,587.6,LL,"Kd1: int 1-3, Kd2: int 4-5"
2c5h,1574.6,598.1,LL,"Kd1: int 1-3, Kd2: int 4-5"
5fiu,1535,582.7,LL,"Kd1: int 1-3, Kd2: int 4-5"
5udu,na,na,LL,
2xer,na,na,LL,
6aa8,na,na,LL,
5j4y,na,na,LL,
3iwt,783.5,614.4,LL,"Kd1: int 1-3, Kd2: int 4-5"
4mm1,na,na,LL,
6mfh,667.5,1424.7,LL,"Kd1: int 3, Kd2: int 1"
4kjr,1191.3,536.5,LL,"Kd1: int 1-2, Kd2: int 3"
1kht,na,na,LL,
4izk,na,na,LL,
1rh7,na,na,LL,
2dxn,231.2,2625,LL,"Kd1: int 4-5, Kd2: int 1"
5b2f,na,na,LL,
4o6d,na,na,LL,
2w94,na,na,LL,
2c4u,1511.9,601.6,LL,"Kd1: int 1-6, Kd2: int 7-9"
3k12,na,na,LL,
2ekm,na,na,LL,
6rfx,582.3,1817.1,LL,"Kd1: int 4-9, Kd2: int 1-3"
2iy6,315.4,2961.3,LL,"Kd1: int 4-5, Kd2: int 1"
6vlk,na,na,LL,
1r6m,na,na,LL,
5goo,632.2,3271.8,LL,"Kd1: int 3-5, Kd2: int 1-2"
5z81,na,na,LL,
2fe8,na,na,LL,
5l2u,na,na,LL,
3lyu,na,na,LL,
4ydf,na,na,LL,
4dme,na,na,LL,
4s1t,1233.7,575.1,LL,"Kd1: int 4-6, Kd2: int 7-8"
1nxg,419.7,6207.5,LL,"Kd1: int 3-4, Kd2: int 1"
3qi0,na,na,LL,
1cb5,508.8,3647.4,LL,"Kd1: int 5-7, Kd2: int 1-2"
1al1,225.4,97.7,LL,"Kd1: int 1, Kd2: int 4"
2j1n,1564.7,273.9,LL,"Kd1: int 1-3, Kd2: int 6-7"
6vv3,789.5,1964.9,LL,"Kd1: int 2, Kd2: int 1"
4i64,na,na,LL,
3dmd,512.5,207.7,LL,"Kd1: int 1-3, Kd2: int 9-10"
3k88,na,na,LL,
1yqq,971.4,412.6,LL,"Kd1: int 1-3, Kd2: int 5-6"
6b2m,na,na,LL,
3sgn,na,na,LL,
2a26,na,na,LL,
4lkb,1206.8,131.8,LL,"Kd1: int 1-6, Kd2: int 11-13"
5lhl,na,na,LL,
3rrv,1294.6,767,LL,"Kd1: int 1-6, Kd2: int 7-9"
1z7b,401.7,1741.1,LL,"Kd1: int 2, Kd2: int 1"
2edm,na,na,LL,
6zt8,na,na,LL,
4xx3,615.4,927.7,LL,"Kd1: int 2-3, Kd2: int 1"
3was,2289.9,330.4,LL,"Kd1: int 1-2, Kd2: int 3"
3wat,2294.6,340.3,LL,"Kd1: int 1-2, Kd2: int 3"
3rs7,na,na,LL,
5nh0,na,na,LL,
5mom,648.6,1018.7,LL,"Kd1: int 3-5, Kd2: int 1"
3qka,1564.4,534.9,LL,"Kd1: int 1-6, Kd2: int 7-9"
4moa,1045.2,393.4,LL,"Kd1: int 2, Kd2: int 3"
3wau,2252,339.7,LL,"Kd1: int 1-2, Kd2: int 3"
6ku5,911.2,397.8,LL,"Kd1: int 1-2, Kd2: int 3"
4whx,779.3,2561.7,LL,"Kd1: int 4-9, Kd2: int 1-3"
4pyv,625.6,775.6,LL,"Kd1: int 2-3, Kd2: int 1"
1zu5,na,na,LL,
1owc,447.4,6122,LL,"Kd1: int 3-4, Kd2: int 1"
1oxw,na,na,LL,
1owb,418.9,6088.6,LL,"Kd1: int 3-4, Kd2: int 1"
5nf1,na,na,LL,
6ge9,2122.7,435.4,LL,"Kd1: int 1, Kd2: int 2"
